UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000267691900022,WOS:000267691900022,2000-2018,197,197,402%,234%,402%,100%,0%,8%,91%
000267756900037,WOS:000267756900037,2000-2018,251,251,236%,100%,236%,100%,0%,3%,94%
000267787200008,WOS:000267787200008,2000-2018,17,17,37%,37%,37%,0%,0%,19%,84%
000267796100092,WOS:000267796100092,2000-2018,158,158,322%,230%,322%,100%,0%,10%,92%
000267826200007,WOS:000267826200007,2000-2018,19,19,63%,81%,63%,0%,0%,5%,93%
000268068600003,WOS:000268068600003,2000-2018,29,29,64%,107%,64%,0%,0%,6%,69%
000268279900008,WOS:000268279900008,2000-2018,11,11,27%,23%,27%,0%,0%,8%,82%
000268405700014,WOS:000268405700014,2000-2018,49,49,74%,74%,74%,0%,0%,14%,100%
000268429400001,WOS:000268429400001,2000-2018,4,4,14%,52%,14%,0%,0%,20%,67%
000268444300005,WOS:000268444300005,2000-2018,23,23,104%,104%,104%,0%,0%,26%,86%
000268444300018,WOS:000268444300018,2000-2018,24,24,49%,185%,49%,0%,0%,27%,67%
000268530000001,WOS:000268530000001,2000-2018,27,27,81%,75%,81%,0%,0%,13%,97%
000268530000002,WOS:000268530000002,2000-2018,25,25,166%,190%,166%,0%,0%,44%,96%
000268530000003,WOS:000268530000003,2000-2018,4,4,14%,68%,14%,0%,0%,69%,73%
000268530000004,WOS:000268530000004,2000-2018,19,19,69%,68%,69%,0%,0%,27%,91%
000268530000005,WOS:000268530000005,2000-2018,6,6,22%,68%,22%,0%,0%,54%,94%
000268530000006,WOS:000268530000006,2000-2018,6,6,27%,55%,27%,0%,0%,50%,69%
000268530000007,WOS:000268530000007,2000-2018,13,13,30%,34%,30%,0%,0%,0%,81%
000268530000008,WOS:000268530000008,2000-2018,46,46,191%,67%,191%,0%,0%,19%,100%
000268530000009,WOS:000268530000009,2000-2018,11,11,33%,54%,33%,0%,0%,42%,96%
000268530000010,WOS:000268530000010,2000-2018,33,33,50%,77%,50%,0%,0%,8%,98%
000268530000011,WOS:000268530000011,2000-2018,8,8,19%,34%,19%,0%,0%,11%,95%
000268530000012,WOS:000268530000012,2000-2018,11,11,46%,67%,46%,0%,0%,0%,78%
000268530000013,WOS:000268530000013,2000-2018,1,1,5%,5%,5%,0%,0%,67%,87%
000268530000014,WOS:000268530000014,2000-2018,10,10,48%,48%,48%,0%,0%,0%,97%
000268530000015,WOS:000268530000015,2000-2018,18,18,80%,55%,80%,0%,0%,14%,96%
000268530000016,WOS:000268530000016,2000-2018,48,48,124%,45%,124%,0%,0%,6%,93%
000268530000017,WOS:000268530000017,2000-2018,44,44,114%,45%,114%,0%,0%,21%,97%
000268530000018,WOS:000268530000018,2000-2018,9,9,23%,45%,23%,0%,0%,18%,89%
000268530000019,WOS:000268530000019,2000-2018,7,7,20%,24%,20%,0%,0%,30%,97%
000268530000020,WOS:000268530000020,2000-2018,10,10,33%,33%,33%,0%,0%,23%,91%
000268530000021,WOS:000268530000021,2000-2018,23,23,60%,45%,60%,0%,0%,12%,89%
000268530000022,WOS:000268530000022,2000-2018,32,32,97%,97%,97%,0%,0%,22%,90%
000268530000023,WOS:000268530000023,2000-2018,19,19,104%,51%,104%,0%,0%,27%,95%
000268530000024,WOS:000268530000024,2000-2018,39,39,259%,190%,259%,100%,0%,3%,93%
000268530000025,WOS:000268530000025,2000-2018,22,22,66%,54%,66%,0%,0%,50%,94%
000268530000026,WOS:000268530000026,2000-2018,12,12,36%,54%,36%,0%,0%,25%,93%
000268614400011,WOS:000268614400011,2000-2018,79,79,74%,43%,74%,0%,0%,5%,92%
000268625700013,WOS:000268625700013,2000-2018,10,10,39%,68%,39%,0%,0%,17%,88%
000268698700007,WOS:000268698700007,2000-2018,25,25,129%,522%,129%,0%,0%,11%,83%
000268698700023,WOS:000268698700023,2000-2018,7,7,21%,93%,21%,0%,0%,46%,94%
000268698700029,WOS:000268698700029,2000-2018,5,5,11%,60%,11%,0%,0%,38%,91%
000268713200008,WOS:000268713200008,2000-2018,157,157,236%,121%,236%,85%,0%,2%,97%
000268719400014,WOS:000268719400014,2000-2018,45,45,149%,67%,149%,0%,0%,13%,89%
000268730100008,WOS:000268730100008,2000-2018,54,54,110%,266%,110%,0%,0%,23%,95%
000268741800008,WOS:000268741800008,2000-2018,14,14,48%,52%,48%,0%,0%,13%,83%
000268877300081,WOS:000268877300081,2000-2018,53,53,151%,320%,151%,0%,0%,13%,93%
000268921900023,WOS:000268921900023,2000-2018,47,47,247%,171%,247%,100%,0%,30%,100%
000268926200012,WOS:000268926200012,2000-2018,117,117,423%,230%,423%,100%,0%,23%,95%
000269015700010,WOS:000269015700010,2000-2018,64,64,188%,132%,188%,0%,0%,9%,89%
000269035100051,WOS:000269035100051,2000-2018,60,60,57%,100%,57%,0%,0%,26%,93%
000269035100080,WOS:000269035100080,2000-2018,31,31,67%,137%,67%,0%,0%,16%,85%
000269035100083,WOS:000269035100083,2000-2018,6,6,13%,137%,13%,0%,0%,45%,94%
000269035100093,WOS:000269035100093,2000-2018,48,48,98%,194%,98%,0%,0%,6%,95%
000269190400011,WOS:000269190400011,2000-2018,32,32,65%,65%,65%,0%,0%,0%,93%
000269210400001,WOS:000269210400001,2000-2018,60,60,133%,99%,133%,0%,0%,9%,76%
000269210400002,WOS:000269210400002,2000-2018,35,35,110%,80%,110%,0%,0%,5%,92%
000269210400003,WOS:000269210400003,2000-2018,8,8,28%,28%,28%,0%,0%,56%,93%
000269210400004,WOS:000269210400004,2000-2018,19,19,29%,90%,29%,0%,0%,32%,91%
000269210400005,WOS:000269210400005,2000-2018,53,53,114%,97%,114%,0%,0%,22%,71%
000269210400006,WOS:000269210400006,2000-2018,10,10,32%,301%,32%,0%,0%,33%,92%
000269210400007,WOS:000269210400007,2000-2018,16,16,73%,116%,73%,0%,0%,16%,84%
000269210400008,WOS:000269210400008,2000-2018,12,12,40%,40%,40%,0%,0%,37%,92%
000269210400009,WOS:000269210400009,2000-2018,60,60,90%,90%,90%,0%,0%,19%,89%
000269210400010,WOS:000269210400010,2000-2018,117,117,110%,246%,110%,0%,0%,14%,94%
000269360700010,WOS:000269360700010,2000-2018,115,115,248%,57%,248%,100%,0%,3%,94%
000269360700014,WOS:000269360700014,2000-2018,8,8,17%,57%,17%,0%,0%,0%,100%
000269415600015,WOS:000269415600015,2000-2018,35,35,71%,85%,71%,0%,0%,13%,93%
000269481000062,WOS:000269481000062,2000-2018,135,135,402%,402%,402%,100%,0%,11%,100%
000269498500004,WOS:000269498500004,2000-2018,37,37,75%,61%,75%,0%,0%,23%,87%
000269510200009,WOS:000269510200009,2000-2018,99,99,524%,524%,524%,100%,0%,12%,74%
000269510200011,WOS:000269510200011,2000-2018,56,56,177%,100%,177%,0%,0%,32%,94%
000269510200016,WOS:000269510200016,2000-2018,23,23,154%,154%,154%,0%,0%,0%,91%
000269518500010,WOS:000269518500010,2000-2018,51,51,176%,176%,176%,0%,0%,25%,88%
000269652300045,WOS:000269652300045,2000-2018,0,0,0%,166%,0%,0%,100%,NULL,99%
000269652300058,WOS:000269652300058,2000-2018,95,95,552%,169%,552%,100%,0%,3%,88%
000269668500001,WOS:000269668500001,2000-2018,20,20,30%,46%,30%,0%,0%,17%,92%
000269668500002,WOS:000269668500002,2000-2018,23,23,50%,45%,50%,0%,0%,23%,97%
000269668500003,WOS:000269668500003,2000-2018,40,40,212%,212%,212%,0%,0%,43%,93%
000269668500004,WOS:000269668500004,2000-2018,16,16,73%,201%,73%,0%,0%,11%,96%
000269668500005,WOS:000269668500005,2000-2018,40,40,140%,140%,140%,0%,0%,5%,92%
000269668500006,WOS:000269668500006,2000-2018,70,70,209%,209%,209%,0%,0%,8%,89%
000269668500007,WOS:000269668500007,2000-2018,25,25,113%,201%,113%,0%,0%,14%,97%
000269696600008,WOS:000269696600008,2000-2018,39,39,80%,85%,80%,0%,0%,13%,90%
000269933600002,WOS:000269933600002,2000-2018,17,17,60%,47%,60%,0%,0%,39%,89%
000269938700002,WOS:000269938700002,2000-2018,49,49,209%,147%,209%,70%,0%,21%,51%
000269957900013,WOS:000269957900013,2000-2018,66,66,135%,202%,135%,0%,0%,3%,96%
000270137900001,WOS:000270137900001,2000-2018,20,20,134%,74%,134%,0%,0%,0%,100%
000270137900002,WOS:000270137900002,2000-2018,12,12,80%,74%,80%,0%,0%,8%,79%
000270137900003,WOS:000270137900003,2000-2018,1,1,7%,74%,7%,0%,0%,0%,90%
000270137900004,WOS:000270137900004,2000-2018,8,8,54%,74%,54%,0%,0%,0%,83%
000270137900005,WOS:000270137900005,2000-2018,8,8,54%,74%,54%,0%,0%,20%,68%
000270137900006,WOS:000270137900006,2000-2018,16,16,107%,74%,107%,0%,0%,6%,86%
000270137900007,WOS:000270137900007,2000-2018,22,22,147%,74%,147%,0%,0%,4%,89%
000270137900008,WOS:000270137900008,2000-2018,10,10,67%,74%,67%,0%,0%,0%,73%
000270137900009,WOS:000270137900009,2000-2018,3,3,20%,74%,20%,0%,0%,0%,86%
000270151800003,WOS:000270151800003,2000-2018,9,9,26%,73%,26%,0%,0%,10%,85%
000270151800006,WOS:000270151800006,2000-2018,93,93,206%,136%,206%,0%,0%,8%,83%
000270151800009,WOS:000270151800009,2000-2018,8,8,20%,85%,20%,0%,0%,38%,93%
000270151800013,WOS:000270151800013,2000-2018,17,17,37%,70%,37%,0%,0%,15%,90%
000270170200010,WOS:000270170200010,2000-2018,159,159,342%,480%,342%,100%,0%,8%,88%
000270305800053,WOS:000270305800053,2000-2018,43,43,65%,99%,65%,0%,0%,10%,90%
000270331000007,WOS:000270331000007,2000-2018,99,99,138%,182%,138%,0%,0%,12%,98%
000270363300031,WOS:000270363300031,2000-2018,245,245,369%,125%,369%,100%,0%,11%,96%
000270482900006,WOS:000270482900006,2000-2018,18,18,39%,57%,39%,0%,0%,18%,93%
000270490800007,WOS:000270490800007,2000-2018,186,186,412%,300%,412%,100%,0%,8%,97%
000270490800010,WOS:000270490800010,2000-2018,77,77,171%,300%,171%,0%,0%,5%,87%
000270537500061,WOS:000270537500061,2000-2018,107,107,161%,99%,161%,0%,0%,16%,92%
000270737300009,WOS:000270737300009,2000-2018,4,4,13%,26%,13%,0%,0%,56%,88%
000270740200008,WOS:000270740200008,2000-2018,88,88,132%,94%,132%,0%,0%,18%,84%
000270741300003,WOS:000270741300003,2000-2018,43,43,149%,130%,149%,0%,0%,20%,87%
000270758700021,WOS:000270758700021,2000-2018,94,94,276%,129%,276%,100%,0%,4%,88%
000270803700001,WOS:000270803700001,2000-2018,16,16,43%,43%,43%,0%,0%,30%,98%
000270803700002,WOS:000270803700002,2000-2018,25,25,90%,68%,90%,0%,0%,34%,96%
000270803700003,WOS:000270803700003,2000-2018,9,9,33%,68%,33%,0%,0%,31%,95%
000270803700004,WOS:000270803700004,2000-2018,10,10,44%,55%,44%,0%,0%,44%,88%
000270803700006,WOS:000270803700006,2000-2018,10,10,36%,68%,36%,0%,0%,44%,94%
000270803700007,WOS:000270803700007,2000-2018,21,21,150%,150%,150%,0%,0%,30%,83%
000270803700008,WOS:000270803700008,2000-2018,4,4,11%,11%,11%,0%,0%,75%,93%
000270803700009,WOS:000270803700009,2000-2018,31,31,47%,77%,47%,0%,0%,16%,95%
000270803700010,WOS:000270803700010,2000-2018,33,33,72%,72%,72%,0%,0%,6%,100%
000270803700011,WOS:000270803700011,2000-2018,18,18,54%,54%,54%,0%,0%,31%,99%
000270803700012,WOS:000270803700012,2000-2018,9,9,37%,37%,37%,0%,0%,25%,93%
000270803700013,WOS:000270803700013,2000-2018,105,105,143%,92%,143%,0%,0%,13%,89%
000270803700014,WOS:000270803700014,2000-2018,13,13,62%,62%,62%,0%,0%,13%,100%
000270803700015,WOS:000270803700015,2000-2018,1,1,3%,24%,3%,0%,0%,50%,93%
000270803700016,WOS:000270803700016,2000-2018,8,8,23%,24%,23%,0%,0%,33%,82%
000270803700017,WOS:000270803700017,2000-2018,22,22,146%,190%,146%,0%,0%,31%,84%
000270803700018,WOS:000270803700018,2000-2018,8,8,17%,19%,17%,0%,0%,20%,95%
000270803700019,WOS:000270803700019,2000-2018,12,12,37%,37%,37%,0%,0%,25%,98%
000270803700020,WOS:000270803700020,2000-2018,27,27,119%,66%,119%,0%,0%,7%,96%
000270803700021,WOS:000270803700021,2000-2018,6,6,16%,45%,16%,0%,0%,74%,96%
000270822100005,WOS:000270822100005,2000-2018,30,30,95%,63%,95%,0%,0%,0%,95%
000270853700021,WOS:000270853700021,2000-2018,56,56,121%,60%,121%,0%,0%,15%,88%
000270865600006,WOS:000270865600006,2000-2018,67,67,91%,185%,91%,0%,0%,11%,79%
000270982900014,WOS:000270982900014,2000-2018,20,20,58%,261%,58%,0%,0%,9%,100%
000271067000019,WOS:000271067000019,2000-2018,6,6,9%,28%,9%,0%,0%,0%,91%
000271067100025,WOS:000271067100025,2000-2018,70,70,151%,79%,151%,0%,0%,1%,93%
000271090500003,WOS:000271090500003,2000-2018,16,16,24%,24%,24%,0%,0%,45%,93%
000271170700036,WOS:000271170700036,2000-2018,31,31,104%,104%,104%,0%,0%,3%,89%
000271180200011,WOS:000271180200011,2000-2018,32,32,154%,71%,154%,0%,0%,9%,95%
000271216800006,WOS:000271216800006,2000-2018,32,32,69%,168%,69%,0%,0%,27%,95%
000271216800007,WOS:000271216800007,2000-2018,128,128,532%,256%,532%,100%,0%,10%,92%
000271245500010,WOS:000271245500010,2000-2018,78,78,394%,339%,394%,100%,0%,20%,82%
000271270100005,WOS:000271270100005,2000-2018,14,14,36%,36%,36%,0%,0%,0%,87%
000271292400001,WOS:000271292400001,2000-2018,2,2,6%,41%,6%,0%,0%,87%,100%
000271307000011,WOS:000271307000011,2000-2018,14,14,30%,30%,30%,0%,0%,13%,91%
000271471400028,WOS:000271471400028,2000-2018,19,19,60%,263%,60%,0%,0%,27%,96%
000271565300008,WOS:000271565300008,2000-2018,38,38,232%,232%,232%,100%,0%,21%,56%
000271565300021,WOS:000271565300021,2000-2018,78,78,159%,234%,159%,0%,0%,13%,93%
000271573600009,WOS:000271573600009,2000-2018,92,92,226%,102%,226%,0%,0%,21%,94%
000271680100002,WOS:000271680100002,2000-2018,1,1,3%,3%,3%,0%,0%,50%,86%
000271718200002,WOS:000271718200002,2000-2018,27,27,58%,36%,58%,0%,0%,16%,85%
000271975800005,WOS:000271975800005,2000-2018,66,66,194%,194%,194%,0%,0%,12%,77%
000272031700080,WOS:000272031700080,2000-2018,10,10,34%,169%,34%,0%,0%,9%,92%
000272031700087,WOS:000272031700087,2000-2018,62,62,323%,263%,323%,100%,0%,2%,96%
000272031700088,WOS:000272031700088,2000-2018,60,60,161%,213%,161%,0%,0%,10%,96%
000272031700093,WOS:000272031700093,2000-2018,103,103,237%,125%,237%,100%,0%,2%,84%
000272031700094,WOS:000272031700094,2000-2018,33,33,113%,169%,113%,0%,0%,31%,95%
000272071600019,WOS:000272071600019,2000-2018,24,24,87%,52%,87%,0%,0%,14%,95%
000272288800003,WOS:000272288800003,2000-2018,1,1,6%,95%,6%,0%,0%,0%,77%
000272340800008,WOS:000272340800008,2000-2018,32,32,48%,63%,48%,0%,0%,3%,82%
000272340800009,WOS:000272340800009,2000-2018,52,52,78%,63%,78%,0%,0%,0%,95%
000272351200006,WOS:000272351200006,2000-2018,4,4,13%,75%,13%,0%,0%,20%,99%
000272352100008,WOS:000272352100008,2000-2018,141,141,597%,341%,597%,100%,0%,8%,88%
000272463200005,WOS:000272463200005,2000-2018,58,58,312%,186%,312%,100%,0%,34%,88%
000272463200027,WOS:000272463200027,2000-2018,59,59,89%,47%,89%,0%,0%,6%,89%
000272489200004,WOS:000272489200004,2000-2018,44,44,119%,154%,119%,0%,0%,8%,90%
000272537900003,WOS:000272537900003,2000-2018,59,59,127%,79%,127%,0%,0%,16%,97%
000272537900005,WOS:000272537900005,2000-2018,74,74,151%,68%,151%,0%,0%,16%,91%
000272544100006,WOS:000272544100006,2000-2018,33,33,221%,221%,221%,30%,0%,20%,89%
000272553000023,WOS:000272553000023,2000-2018,48,48,98%,230%,98%,0%,0%,2%,90%
000272599500003,WOS:000272599500003,2000-2018,65,65,247%,232%,247%,100%,0%,10%,90%
000272599500004,WOS:000272599500004,2000-2018,130,130,280%,168%,280%,100%,0%,16%,83%
000272685000005,WOS:000272685000005,2000-2018,31,31,106%,54%,106%,0%,0%,6%,92%
000272738100001,WOS:000272738100001,2000-2018,23,23,69%,75%,69%,0%,0%,12%,96%
000272738100002,WOS:000272738100002,2000-2018,41,41,148%,68%,148%,0%,0%,21%,82%
000272738100003,WOS:000272738100003,2000-2018,21,21,76%,68%,76%,0%,0%,40%,93%
000272738100004,WOS:000272738100004,2000-2018,6,6,22%,68%,22%,0%,0%,33%,93%
000272738100005,WOS:000272738100005,2000-2018,66,66,99%,77%,99%,0%,0%,3%,95%
000272738100006,WOS:000272738100006,2000-2018,4,4,9%,34%,9%,0%,0%,67%,87%
000272738100007,WOS:000272738100007,2000-2018,21,21,70%,122%,70%,0%,0%,0%,96%
000272738100008,WOS:000272738100008,2000-2018,2,2,7%,68%,7%,0%,0%,0%,91%
000272738100009,WOS:000272738100009,2000-2018,0,0,0%,34%,0%,0%,100%,100%,98%
000272738100010,WOS:000272738100010,2000-2018,5,5,34%,34%,34%,0%,0%,17%,88%
000272738100011,WOS:000272738100011,2000-2018,28,28,83%,67%,83%,0%,0%,30%,98%
000272738100012,WOS:000272738100012,2000-2018,21,21,79%,79%,79%,0%,0%,0%,97%
000272738100013,WOS:000272738100013,2000-2018,8,8,24%,54%,24%,0%,0%,27%,98%
000272738100014,WOS:000272738100014,2000-2018,27,27,77%,77%,77%,0%,0%,10%,91%
000272738100015,WOS:000272738100015,2000-2018,0,0,0%,0%,0%,0%,100%,100%,95%
000272738100016,WOS:000272738100016,2000-2018,56,56,102%,102%,102%,0%,0%,3%,96%
000272738100017,WOS:000272738100017,2000-2018,26,26,69%,40%,69%,0%,0%,49%,91%
000272738100018,WOS:000272738100018,2000-2018,24,24,72%,54%,72%,0%,0%,11%,95%
000272738100019,WOS:000272738100019,2000-2018,8,8,19%,34%,19%,0%,0%,20%,98%
000272738100020,WOS:000272738100020,2000-2018,5,5,14%,24%,14%,0%,0%,17%,98%
000272738100021,WOS:000272738100021,2000-2018,14,14,42%,42%,42%,0%,0%,22%,88%
000272757800016,WOS:000272757800016,2000-2018,41,41,94%,1102%,94%,0%,0%,11%,94%
000272763600002,WOS:000272763600002,2000-2018,22,22,65%,96%,65%,0%,0%,15%,93%
000272808400052,WOS:000272808400052,2000-2018,26,26,101%,163%,101%,0%,0%,10%,94%
000272808400054,WOS:000272808400054,2000-2018,1,1,5%,161%,5%,0%,0%,50%,90%
000272808400055,WOS:000272808400055,2000-2018,41,41,94%,125%,94%,0%,0%,27%,94%
000272827800021,WOS:000272827800021,2000-2018,6,6,12%,85%,12%,0%,0%,14%,100%
000272926200028,WOS:000272926200028,2000-2018,84,84,265%,169%,265%,100%,0%,26%,95%
000272977900024,WOS:000272977900024,2000-2018,2,2,4%,4%,4%,0%,0%,0%,63%
000272996900004,WOS:000272996900004,2000-2018,14,14,30%,57%,30%,0%,0%,36%,91%
000273003200029,WOS:000273003200029,2000-2018,20,20,89%,46%,89%,0%,0%,13%,91%
000273008500001,WOS:000273008500001,2000-2018,33,33,71%,53%,71%,0%,0%,25%,76%
000273063400003,WOS:000273063400003,2000-2018,9,9,18%,32%,18%,0%,0%,50%,89%
000273065400009,WOS:000273065400009,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,92%
000273104000004,WOS:000273104000004,2000-2018,54,54,245%,236%,245%,0%,0%,24%,90%
000273178700091,WOS:000273178700091,2000-2018,84,84,228%,394%,228%,0%,0%,29%,94%
000273231000001,WOS:000273231000001,2000-2018,102,102,96%,246%,96%,0%,0%,5%,85%
000273231000002,WOS:000273231000002,2000-2018,58,58,125%,97%,125%,0%,0%,2%,91%
000273231000003,WOS:000273231000003,2000-2018,19,19,67%,67%,67%,0%,0%,0%,90%
000273231000004,WOS:000273231000004,2000-2018,44,44,66%,90%,66%,0%,0%,0%,94%
000273231000005,WOS:000273231000005,2000-2018,10,10,36%,36%,36%,0%,0%,23%,98%
000273231000006,WOS:000273231000006,2000-2018,20,20,81%,149%,81%,0%,0%,13%,84%
000273231000007,WOS:000273231000007,2000-2018,20,20,43%,97%,43%,0%,0%,9%,89%
000273231000008,WOS:000273231000008,2000-2018,33,33,71%,97%,71%,0%,0%,18%,91%
000273231000009,WOS:000273231000009,2000-2018,95,95,271%,271%,271%,100%,0%,3%,90%
000273231000010,WOS:000273231000010,2000-2018,17,17,26%,90%,26%,0%,0%,6%,95%
000273231000011,WOS:000273231000011,2000-2018,195,195,184%,246%,184%,0%,0%,1%,80%
000273231000012,WOS:000273231000012,2000-2018,764,764,720%,246%,720%,100%,0%,2%,88%
000273440500014,WOS:000273440500014,2000-2018,60,60,253%,152%,253%,100%,0%,5%,83%
000273492800021,WOS:000273492800021,2000-2018,39,39,90%,90%,90%,0%,0%,28%,94%
000273494700021,WOS:000273494700021,2000-2018,36,36,140%,191%,140%,0%,0%,20%,97%
000273544700013,WOS:000273544700013,2000-2018,45,45,226%,226%,226%,0%,0%,10%,88%
000273586900017,WOS:000273586900017,2000-2018,216,216,339%,112%,339%,100%,0%,9%,92%
000273626400070,WOS:000273626400070,2000-2018,47,47,236%,170%,236%,89%,0%,22%,93%
000273626400071,WOS:000273626400071,2000-2018,26,26,60%,125%,60%,0%,0%,16%,97%
000273626400072,WOS:000273626400072,2000-2018,102,102,160%,87%,160%,0%,0%,4%,93%
000273626400073,WOS:000273626400073,2000-2018,17,17,92%,149%,92%,0%,0%,0%,83%
000273635100011,WOS:000273635100011,2000-2018,15,15,44%,377%,44%,0%,0%,21%,92%
000273771000003,WOS:000273771000003,2000-2018,3,3,3%,1%,3%,0%,0%,0%,94%
000273779000008,WOS:000273779000008,2000-2018,50,50,115%,60%,115%,0%,0%,7%,86%
000273808100004,WOS:000273808100004,2000-2018,16,16,37%,37%,37%,0%,0%,11%,44%
000273827500018,WOS:000273827500018,2000-2018,41,41,251%,251%,251%,100%,0%,13%,87%
000273844100008,WOS:000273844100008,2000-2018,143,143,328%,195%,328%,100%,0%,10%,90%
000273844100012,WOS:000273844100012,2000-2018,46,46,71%,183%,71%,0%,0%,19%,97%
000273879400013,WOS:000273879400013,2000-2018,10,10,33%,33%,33%,0%,0%,0%,84%
000273943700024,WOS:000273943700024,2000-2018,36,36,95%,95%,95%,0%,0%,16%,93%
000274064500001,WOS:000274064500001,2000-2018,80,80,88%,110%,88%,0%,0%,16%,99%
000274064500019,WOS:000274064500019,2000-2018,24,24,26%,110%,26%,0%,0%,14%,92%
000274064500038,WOS:000274064500038,2000-2018,118,118,185%,87%,185%,0%,0%,13%,95%
000274064500056,WOS:000274064500056,2000-2018,129,129,527%,152%,527%,100%,0%,8%,91%
000274135500021,WOS:000274135500021,2000-2018,13,13,42%,126%,42%,0%,0%,19%,87%
000274135500024,WOS:000274135500024,2000-2018,45,45,232%,92%,232%,100%,0%,24%,92%
000274181300006,WOS:000274181300006,2000-2018,51,51,134%,104%,134%,0%,0%,14%,94%
000274246700015,WOS:000274246700015,2000-2018,49,49,77%,112%,77%,0%,0%,18%,98%
000274251700017,WOS:000274251700017,2000-2018,5,5,19%,28%,19%,0%,0%,0%,88%
000274315600006,WOS:000274315600006,2000-2018,27,27,63%,40%,63%,0%,0%,13%,98%
000274364400001,WOS:000274364400001,2000-2018,7,7,16%,53%,16%,0%,0%,0%,94%
000274364400002,WOS:000274364400002,2000-2018,34,34,105%,105%,105%,0%,0%,8%,94%
000274364400003,WOS:000274364400003,2000-2018,29,29,85%,44%,85%,0%,0%,19%,99%
000274364400004,WOS:000274364400004,2000-2018,35,35,55%,54%,55%,0%,0%,24%,95%
000274364400005,WOS:000274364400005,2000-2018,4,4,12%,44%,12%,0%,0%,33%,98%
000274364400006,WOS:000274364400006,2000-2018,57,57,132%,53%,132%,0%,0%,16%,95%
000274364400007,WOS:000274364400007,2000-2018,12,12,49%,49%,49%,0%,0%,29%,91%
000274364400008,WOS:000274364400008,2000-2018,8,8,28%,28%,28%,0%,0%,20%,90%
000274364400009,WOS:000274364400009,2000-2018,2,2,5%,4%,5%,0%,0%,75%,92%
000274364400010,WOS:000274364400010,2000-2018,36,36,66%,66%,66%,0%,0%,35%,96%
000274364400011,WOS:000274364400011,2000-2018,9,9,32%,32%,32%,0%,0%,25%,90%
000274364400012,WOS:000274364400012,2000-2018,6,6,22%,22%,22%,0%,0%,50%,100%
000274364400013,WOS:000274364400013,2000-2018,42,42,159%,87%,159%,0%,0%,16%,87%
000274364400014,WOS:000274364400014,2000-2018,7,7,54%,43%,54%,0%,0%,42%,91%
000274364400015,WOS:000274364400015,2000-2018,7,7,21%,44%,21%,0%,0%,13%,88%
000274364400016,WOS:000274364400016,2000-2018,13,13,63%,63%,63%,0%,0%,28%,88%
000274364400017,WOS:000274364400017,2000-2018,23,23,35%,85%,35%,0%,0%,32%,97%
000274364400018,WOS:000274364400018,2000-2018,15,15,35%,53%,35%,0%,0%,25%,80%
000274364400019,WOS:000274364400019,2000-2018,1,1,7%,7%,7%,0%,0%,0%,89%
000274371700004,WOS:000274371700004,2000-2018,16,16,115%,93%,115%,0%,0%,48%,91%
000274371700014,WOS:000274371700014,2000-2018,31,31,121%,120%,121%,0%,0%,16%,97%
000274371700022,WOS:000274371700022,2000-2018,30,30,103%,84%,103%,0%,0%,19%,94%
000274398200014,WOS:000274398200014,2000-2018,17,17,85%,353%,85%,0%,0%,11%,98%
